CATEGORIA;CLASSE;TIPOLOGIA DOCUMENTARIA;CONSERVAZIONE
3;7;CRITERI GENERALI E NORMATIVA PER GLI ADEMPIMENTI FISCALI, CONTRIBUTIVI E ASSICURATIVI;PERMANENTE
3;7;TRATTAMENTO ASSICURATIVO INSERITO NEI SINGOLI FASCICOLI PERSONALI;5 ANNI DALLA CHIUSURA DEL FASCICOLO
3;7;TRATTAMENTO CONTRIBUTIVO INSERITO NEI SINGOLI FASCICOLI PERSONALI;5 ANNI DALLA CHIUSURA DEL FASCICOLO
3;7;TRATTAMENTO FISCALE INSERITO NEI SINGOLI FASCICOLI PERSONALI;5 ANNI DALLA CHIUSURA DEL FASCICOLO
3;8;CRITERI GENERALI E NORMATIVA PER LA TUTELA DELLA SALUTE E SICUREZZA SUL LUOGO DI LAVORO;PERMANENTE
3;8;DENUNCIA DI INFORTUNIO E PRATICA RELATIVA, CON REFERTI, INSERITA NEI SINGOLI FASCICOLI PERSONALI;PERMANENTE
3;8;FASCICOLI RELATIVI ALLE VISITE MEDICHE ORDINARIE (MEDICINA DEL LAVORO);10 ANNI
3;8;PREVENZIONE INFORTUNI;PERMANENTE
3;8;REGISTRO INFORTUNI;PERMANENTE
3;8;RILEVAZIONE DEI RISCHI, AI SENSI DELLA 626/94: UN FASC. PER SEDE;TENERE LíULTIMA E SCARTARE LA PRECEDENTE
3;8;VERBALI DELLE RAPPRESENTANZE DEI LAVORATORI PER LA SICUREZZA;PERMANENTE
4;10;ACQUISIZIONE DI BENI E SERVIZI: UN FASC. PER CIASCUN ACQUISTO;5 ANNI DALLA DISMISSIONE DEL BENE
4;10;ELENCO DEI FORNITORI: REPERTORIO (IN FORMA DI BASE DI DATI);PERMANENTE
4;12;GIORNALE DI CASSA;PERMANENTE
4;12;MANDATI QUIETANZATI, CHE VENGONO INVIATI IN RAGIONERIA: REPERTORIO PERIODICO (MESE/ANNO);10 ANNI
4;13;CONCESSIONARI: UN FASC. PER CIASCUNO DEI CONCESSIONARI;10 ANNI DALLA CESSAZIONE DEL RAPPORTO
4;14;AUTORIZZAZIONI ALLA PUBBLICITņ CIRCOSCRITTA: REPERTORIO ANNUALE;5 ANNI DALLA SCADENZA DELLíAUTORIZZAZIONE
4;14;AUTORIZZAZIONI ALLA PUBBLICITņ STABILE: REPERTORIO ANNUALE;5 ANNI DALLA SCADENZA DELLíAUTORIZZAZIONE
4;14;RICHIESTE DI AFFISSIONE (CON ALLEGATI DA AFFIGGERE): UN FASC. PER RICHIESTA;5 ANNI DALLA SCADENZA DELLíAUTORIZZAZIONE
4;2;BILANCIO PREVENTIVO E ALLEGATI, TRA CUI RELAZIONE PREVISIONALE E PROGRAMMATICA;PERMANENTE
4;2;CARTEGGIO PRODOTTO DAI DIFFERENTI UFFICI DEL COMUNE PER QUESTIONI AFFERENTI ALLA FORMAZIONE DEL BILANCIO E DEL PEG;10 ANNI
4;2;GESTIONE DEL BILANCIO: UN FASC. PER CIASCUNA VARIAZIONE;PERMANENTE, PREVIO SFOLTIMENTO
4;2;PEG: ARTICOLATO IN FASCICOLI: UN FASC. PER OGNI OBIETTIVO;PERMANENTE, PREVIO SFOLTIMENTO
4;3;BOLLETTARI VARI;5 ANNI
4;3;CONTRATTI DI MUTUO: UN FASC. PER CIASCUN MUTUO;5 ANNI DALLíESTINZIONE DEL MUTUO
4;3;DIRITTI DI SEGRETERIA: REGISTRINI ANNUALI O PAGAMENTI VIRTUALI;5 ANNI
4;3;FASCICOLI PERSONALI DEI CONTRIBUENTI COMUNALI: UN FASC. PER CIASCUN CONTRIBUENTE PER CIASCUN TIPO DI IMPOSTE (ICI, TARSU, TOSAP, ETC.), CON EVENTUALI SOTTOFASCICOLI (VARIAZIONI, RICORSI, ETC.);10 DOPO LA CANCELLAZIONE DEL CONTRIBUENTE DAI RUOLI
4;3;FATTURE EMESSE: REPERTORIO ANNUALE;10 ANNI
4;3;MATRICI DEI BOLLETTARI DELLE ENTRATE: REGISTRI ANNUALI;5 ANNI
4;3;PROVENTI DA AFFITTI E LOCAZIONI: UN FASC. ANNUALE PER CIASCUN IMMOBILE LOCATO;5 ANNI DAL TERMINE DEL CONTRATTO
4;3;REVERSALI;5 ANNI
4;3;RICEVUTE DEI VERSAMENTI IN BANCA DELLE SOMME RISCOSSE NELLE DIFFERENTI UOR PER DIRITTI DI SEGRETERIA;5 ANNI
4;3;RICEVUTE DI PAGAMENTI VARI;5 ANNI
4;3;RUOLO COSAP: BASE DI DATI;10 ANNI
4;3;RUOLO DIRITTI SULLE PUBBLICHE AFFISSIONI: BASE DI DATI;10 ANNI
4;3;RUOLO ICI: BASE DI DATI/ STAMPE;10 ANNI
4;3;RUOLO IMPOSTA COMUNALE SULLA PUBBLICITņ: BASE DI DATI;10 ANNI
4;3;RUOLO TARSU: BASE DI DATI;10 ANNI
4;4;ATTI DI  LIQUIDAZIONE  CON ALLEGATI TRASMESSI DA CIASCUNA  UOR:REPERTORIO ANNUALE;2 ANNI
4;4;EVENTUALI COPIE DI MANDATI;2 ANNI
4;4;FATTURE RICEVUTE: REPERTORIO ANNUALE;10 ANNI
4;4;IMPEGNI DI SPESA (DETERMINAZIONI DEI DIRIGENTI DELLE UOR): COPIE INVIATE DALLE UOR ALLA RAGIONERIA: REPERTORIO ANNUALE;2 ANNI
4;4;MANDATI DI PAGAMENTO CON ALLEGATI EMESSI DALLA RAGIONERIA E INVIATI ALLA TESORERIA: REPERTORIO ANNUALE;10 ANNI DALLíAPPROVAZIONE DEL BILANCIO
4;6;RENDICONTO DELLA GESTIONE, ARTICOLATO IN CONTO DEL BILANCIO, CONTO DEL PATRIMONIO E CONTO ECONOMICO;PERMANENTE
4;7;MOD. 770;10 ANNI
4;7;PAGAMENTO DEI PREMI DEI CONTRATTI ASSICURATIVI;5 ANNI DALLíESTINZIONE DEL CONTRATTO
4;7;RICEVUTE DEI VERSAMENTI (IVA, IRPEF, ETC.);10 ANNI
4;8;-†††††††† ACQUISIZIONE;PERMANENTE
4;8;-†††††††† ALIENAZIONE E DISMISSIONE;PERMANENTE
4;8;-†††††††† GESTIONE;5 ANNI
4;8;-†††††††† MANUTENZIONE ORDINARIA;20 ANNI
4;8;-†††††††† USO;5 ANNI
4;8;CONCESSIONARIO;RAPPORTO
4;8;CONCESSIONI CIMITERIALI: REPERTORIO;PERMANENTE
4;8;CONCESSIONI DI BENI DEL DEMANIO STATALE: REPERTORIO;PERMANENTE
4;8;CONCESSIONI DI OCCUPAZIONE DI SPAZI E AREE PUBBLICHE: REPERTORIO;PERMANENTE
4;8;FASCICOLI DEI BENI IMMOBILI: UN FASC. PER CIASCUN BENE IMMOBILE, ARTICOLATO NEI SEGUENTI SOTTOFASCICOLI, RELATIVI AD ATTIVITņ SPECIFICHE, CHE POSSONO ANCHE ESSERE DI COMPETENZA DI UOR DIVERSE:;
4;8;FASCICOLI PERSONALI DEI CONCESSIONARI: UN FASC. PER CIASCUN;5 ANNI DALLA CESSAZIONE DEL
4;8;INVENTARIO DEI BENI IMMOBILI: REGISTRO O BASE DI DATI PERENNE;PERMANENTE
4;9;-†††††††† ACQUISIZIONE;5 ANNI DALLA DISMISSIONE
4;9;-†††††††† ALIENAZIONE E ALTRE FORME DI DISMISSIONE;5 ANNI DALLA DISMISSIONE
4;9;-†††††††† CONCESSIONE IN USO;5 ANNI DALLA DISMISSIONE
4;9;-†††††††† MANUTENZIONE;5 ANNI DALLA DISMISSIONE
4;9;FASCICOLI DEI BENI MOBILI: UN FASC. PER CIASCUN BENE MOBILE, ARTICOLATO NEI SEGUENTI SOTTOFASCICOLI, RELATIVI AD ATTIVITņ SPECIFICHE, CHE POSSONO ANCHE ESSERE DI COMPETENZA DI UOR DIVERSE:;
4;9;INVENTARI DEI BENI MOBILI: UNO PER CONSEGNATARIO;PERMANENTE
5;1;FASCICOLI DI CAUSA;PERMANENTE
5;2;CONTRATTI ASSICURATIVI;2 ANNI DALLA SCADENZA
5;2;RICHIESTE E PRATICHE DI RISARCIMENTO;10 ANNI
6;1;CERTIFICATI DI DESTINAZIONE URBANISTICA;1 ANNO DOPO LA SCADENZA
6;1;PARERI SU PIANI SOVRACOMUNALI;PERMANENTE
6;1;PGR;PERMANENTE
6;1;VARIANTI AL PRG;PERMANENTE
6;10;ADDESTRAMENTO ED ESERCITAZIONI PER LA PROTEZIONE CIVILE: UN FASC.ANNUALE;5 ANNI
6;10;INTERVENTI PER EMERGENZE: UN FASC. PER CIASCUNA EMERGENZA;PERMANENTE CON SFOLTIMENTO
6;10;SEGNALAZIONI PREVENTIVE DI CONDIZIONI METEREOLOGICHE AVVERSE: UN FASC. ANNUALE;2 ANNI
6;2;PIANI DI EDILIZIA ECONOMICA E POPOLARE Ė PEEP;PERMANENTE
6;2;PIANI DI LOTTIZZAZIONE;PERMANENTE
6;2;PIANI PARTICOLAREGGIATI DEL PRG;PERMANENTE
6;2;PIANO DI RIQUALIFICAZIONE URBANA Ė PRU;PERMANENTE
6;2;PIANO INSEDIAMENTI PRODUTTIVI - PIP;PERMANENTE
6;2;PIANO PARTICOLAREGGIATO INFRASTRUTTURE STRADALI - PPIS;PERMANENTE
6;2;PROGRAMMA DI RIQUALIFICAZIONE URBANA E DI SVILUPPO SOSTENIBILE DEL TERRITORIO;PERMANENTE
6;2;PROGRAMMA INTEGRATO DI RIQUALIFICAZIONE;PERMANENTE
6;3;ACCERTAMENTO E REPRESSIONE DEGLI ABUSI;PERMANENTE
6;3;AUTORIZZAZIONI EDILIZIE: REPERTORIO;PERMANENTE
6;3;DENUNCE E RELAZIONI FINALI DELLE OPERE IN CEMENTO ARMATO;FINO A QUANDO ESISTE LíEDIFICIO
6;3;FASCICOLI DEI RICHIEDENTI LE AUTORIZZAZIONI: UN FASC. PER CIASCUNA AUTORIZZAZIONE;PERMANENTE
6;4;COSTRUZIONE DI EDILIZIA POPOLARE;PERMANENTE
6;5;MANUTENZIONE ORDINARIA;5 ANNI
6;5;MANUTENZIONE STRAORDINARIA;20 ANNI
6;5;REALIZZAZIONE DI OPERE PUBBLICHE;PERMANENTE
6;6;CATASTO FABBRICATI: ESTRATTI CATASTALI;PERMANENTE
6;6;CATASTO FABBRICATI: INDICE ALFABETICO DEI POSSESSORI;PERMANENTE
6;6;CATASTO FABBRICATI: MAPPE;PERMANENTE
6;6;CATASTO FABBRICATI: REGISTRI;PERMANENTE
6;6;CATASTO TERRENI: DENUNCE DI VARIAZIONE (VOLTURE);PERMANENTE
6;6;CATASTO TERRENI: ESTRATTI CATASTALI;PERMANENTE
6;6;CATASTO TERRENI: INDICE ALFABETICO DEI POSSESSORI;PERMANENTE
6;6;CATASTO TERRENI: MAPPE;PERMANENTE
6;6;CATASTO TERRENI: REGISTRI;PERMANENTE
6;6;RICHIESTE DI VISURE E CERTIFICAZIONI;1 ANNO
6;7;AUTORIZZAZIONI IN DEROGA: SERIE ANNUALE REPERTORIATA;2 ANNI
6;7;PIANO URBANO DEL TRAFFICO:UN FASC. PER CIASCUN AFFARE;PERMANENTE CON SFOLTIMENTO
6;7;PIANO URBANO DELLA MOBILITņ: UN FASC. PER CIASCUN AFFARE;PERMANENTE CON SFOLTIMENTO
6;8;APPROVVIGIONAMENTO IDRICO (ORGANIZZAZIONE E FUNZIONAMENTO);PERMANENTE CON SFOLTIMENTO
6;8;DICHIARAZIONI DI CONFORMITņ DEGLI IMPIANTI: REPERTORIO ANNUALE;1 ANNO
6;8;DISTRIBUZIONE DELLíACQUA: CONTRATTI CON GLI UTENTI;2 ANNI DALLA CESSAZIONE DEL RAPPORTO
6;8;DISTRIBUZIONE DI ENERGIA ELETTRICA O ALTRE FONTI ENERGETICHE CONTRATTI CON GLI UTENTI:;2 ANNI DALLA CESSAZIONE DEL RAPPORTO
6;8;FASCICOLI RELATIVI ALLE IRREGOLARITņ;10 ANNI
6;8;INIZIATIVE A FAVORE DELLíAMBIENTE;PERMANENTE CON SFOLTIMENTO
6;8;INIZIATIVE DI SENSIBILIZZAZIONE DEGLI UTENTI PER CONSUMI RAZIONALI: UN FASC. PER CIASCUNA INIZIATIVA;PERMANENTE CON SFOLTIMENTO
6;8;PRODUZIONE DI ENERGIA ELETTRICA O ALTRE FONTI ENERGETICHE (ORGANIZZAZIONE E FUNZIONAMENTO);PERMANENTE CON SFOLTIMENTO
6;8;TRASPORTI PUBBLICI (GESTIONE);PERMANENTE CON SFOLTIMENTO
6;8;VIGILANZA SUI GESTORI DEI SERVIZI: UN FASC. ANNUALE PER ATTIVITņ;PERMANENTE CON SFOLTIMENTO
6;9;ALTRI EVENTUALI MONITORAGGI: FASC. ANNUALE PER ATTIVITņ;10 ANNI
6;9;CONTROLLI A CAMPIONE SUGLI IMPIANTI TERMICI DEI PRIVATI: FASC. ANNUALE PER ATTIVITņ;2 ANNI
6;9;FASCICOLI RELATIVI ALLE IRREGOLARITņ;10 ANNI
6;9;MONITORAGGI DELLA QUALITņ DELLíARIA: FASC. ANNUALE PER ATTIVITņ;10 ANNI
6;9;MONITORAGGI DELLA QUALITņ DELLíETERE: UN FASC. ANNUALE PER ATTIVITņ;10 ANNI
6;9;MONITORAGGI DELLA QUALITņ DELLE ACQUE: FASC. ANNUALE PER ATTIVITņ;10 ANNI
6;9;VALUTAZIONI E PARERI DI IMPATTO AMBIENTALE: UN FASC. PER CIASCUN PARERE;PERMANENTE
7;1;-†††††††† ASSEGNAZIONI;5 ANNI
7;1;-†††††††† BANDO;PERMANENTE
7;1;-†††††††† DOMANDE;5 ANNI
7;1;-†††††††† GRADUATORIE;PERMANENTE
7;1;AZIONI DI PROMOZIONE E SOSTEGNO DEL DIRITTO ALLO STUDIO: UN FASC. PER INTERVENTO;5 ANNI
7;1;CONCESSIONE DI BORSE DI STUDIO:;
7;1;DISTRIBUZIONE BUONI LIBRO: UN FASC. PER SCUOLA;2 ANNI
7;1;GESTIONE BUONI PASTO DEGLI ISCRITTI ALLE SCUOLE: UN FASC. PER PERIODO;2 ANNI
7;1;GESTIONE MENSE SCOLASTICHE: UN FASC. PER MENSA SCOLASTICA E PER PERIODO;10 ANNI
7;1;GESTIONE TRASPORTO SCOLASTICO: UN FASC. PER PERIODO E PER TRATTA;2 ANNI
7;1;INTEGRAZIONE DI NEO-IMMIGRATI E NOMADI: UN FASC. PER INTERVENTO;10 ANNI
7;1;VERBALI DEL COMITATO GENITORI PER LA MENSA;3 ANNI
7;10;FUNZIONAMENTO E ATTIVITņ DELLE STRUTTURE (CONSULTORI, INFORMAGIOVANI, ETC.): UN FASC. PER STRUTTURA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORA- NEO E STRUMENTALE DOPO 10 ANNI
7;10;INIZIATIVE DI VARIO TIPO: UN FASC. PER INIZIATIVA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORA- NEO E STRUMENTALE DOPO 10 ANNI
7;11;INTERVENTI PER LE PERSONE SOTTOPOSTE A TUTELA E CURATELA: UN FASC. PER INTERVENTO.;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORA- NEO E STRUMENTALE DOPO 10 ANNI
7;12;FUNZIONAMENTO E ATTIVITņ DELLE STRUTTURE: UN FASC. ANNUALE PER CIASCUNA STRUTTURA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;12;INIZIATIVE SPECIFICHE: UN FASC. PER CIASCUNA INIZIATIVA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;13;FUNZIONAMENTO E ATTIVITņ DELLE STRUTTURE (COLONIE, CENTRI RICREATIVI, ETC.): UN FASC. ANNUALE PER CIASCUNA STRUTTURA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;13;INIZIATIVE SPECIFICHE: UN FASC. PER CIASCUNA INIZIATIVA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;14;BANDO;PERMANENTE 5 ANNI
7;14;-††††††† ASSEGNAZIONE;5 ANNI
7;14;-††††††† DOMANDE;5 ANNI
7;14;-††††††† GRADUATORIA;PERMANENTE
7;14;ASSEGNAZIONE DEGLI ALLOGGI: UN FASC. PER BANDO, ORGANIZZATO IN SOTTOFASCICOLI:;
7;14;FASC. DEGLI ASSEGNATARI : UN FASC. PER ASSEGNATARIO;DOPO LA SCADENZA DEL CONTRATTO
7;15;INIZIATIVE SPECIFICHE: UN FASC. PER INIZIATIVA;PERMANENTE, PREVIO SFOLTI- MENTO DEL CARTEGGIO TEMPORA- NEO E STRUMENTALE DOPO 10 ANNI
7;2;DOMANDE DI AMMISSIONE AGLI ASILI NIDO E ALLE SCUOLE MATERNE: UN FASC. PER ASILO/SCUOLA;2 ANNI
7;2;FUNZIONAMENTO. DEGLI ASILI E DELLE SCUOLE MATERNE: UN FASC. PER STRUTTURA;10 ANNI
7;2;GRADUATORIE DI AMMISSIONE;2 ANNI
7;3;INIZIATIVE SPECIFICHE: UN FASC. PER INIZIATIVA;10 ANNI
7;3;REGISTRI SCOLASTICI (DEL PROFESSORE E DELLA CLASSE) PRODOTTI DALLE SCUOLE CIVICHE (OVE PRESENTI);PERMANENTI
7;4;INIZIATIVE SPECIFICHE: UN FASC. PER INIZIATIVA;10 ANNI
7;5;FUNZIONAMENTO DELLE DIVERSE ISTITUZIONI CULTURALI: UN FASC. PER ISTITUTO;PERMANENTE
7;5;VERBALI DEGLI ORGANI DI GESTIONE DEGLI ISTITUTI CULTURALI;PERMANENTE
7;6;ATTIVITņ ORDINARIE ANNUALI: UN FASC. PER ATTIVITņ E PER PERIODO);10 ANNI
7;6;EVENTI CULTURALI: UN FASC. PER EVENTO;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;6;FESTE CIVILI E/O RELIGIOSE: UN FASC. PER INIZIATIVA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;6;INIZIATIVE CULTURALI. UN FASC. PER INIZIATIVA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 10 ANNI
7;6;PRESTITI DI BENI CULTURALI: UN FASC. PER AFFARE;PERMANENTE
7;7;EVENTI E ATTIVITņ SPORTIVE: UN FASC. PER EVENTO/ATTIVITņ;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
7;9;CAMPAGNE DI PREVENZIONE: UN FASC. PER CAMPAGNA;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
7;9;INTERVENTI DI RECUPERO E REINTEGRAZIONE DEI SOGGETTI A RISCHIO: UN FASC. PER INTERVENTO;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
7;9;RICOGNIZIONE DEI RISCHI: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEGGIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;1;DICHIARAZIONI RACCOLTA E PRODUZIONE: UN FASC. PER PERIODO;5 ANNI
8;1;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;2;AUTORIZZAZIONI ARTIGIANE: REPERTORIO;PERMANENTE
8;2;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;3;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;4;AUTORIZZAZIONI COMMERCIALI: REPERTORIO;PERMANENTE
8;4;COMUNICAZIONI DOVUTE: UN FASC. PER PERIODO;1 ANNO
8;4;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;5;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;6;AUTORIZZAZIONI TURISTICHE: REPERTORIO;PERMANENTE
8;6;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
8;7;INIZIATIVE SPECIFICHE: UN FASC. PER AFFARE;PERMANENTE, PREVIO SFOLTIMENTO DEL CARTEG-GIO TEMPORANEO E STRUMENTALE DOPO 5 ANNI
9;1;CORSI DI EDUCAZIONE STRADALE NELLE SCUOLE: UN FASC. PER CORSO;5 ANNI
9;1;INIZIATIVE SPECIFICHE DI PREVENZIONE: UN FASC. PER INIZIATIVA;5 ANNI
9;2;ACCERTAMENTO DI VIOLAZIONI AL CODICE DELLA STRADA E CONSEGUENTE EROGAZIONE DI SANZIONI: UN FASC. PER ACCERTAMENTO;5 ANNI
9;2;DIRETTIVE E DISPOSIZIONI: UN FASC. ANNUALE;PERMANENTE
9;2;GESTIONE VEICOLI RIMOSSI: UN FASC. PER CIASCUN VEICOLO;2 ANNI
9;2;ORGANIZZAZIONE DEL SERVIZIO DI PATTUGLIAMENTO: UN FASC. ANNUALE;3 ANNI
9;2;STATISTICHE DELLE VIOLAZIONI E DEGLI INCIDENTI: UN FASC. ANNUALE;PERMANENTE
9;2;VERBALI DI ACCERTAMENTO DI VIOLAZIONI AL CODICE DELLA STRADA: REPERTORIO ANNUALE;10 ANNI
9;2;VERBALI DI RILEVAZIONE INCIDENTI: REPERTORIO ANNUALE;20 ANNI
9;4;AUTORIZZAZIONI DI PUBBLICA SICUREZZA: REPERTORIO ANNUALE, ORGANIZZATA IN SOTTOSERIE;PERMANENTE
9;4;DIRETTIVE E DISPOSIZIONI GENERALI: UN FASC. ANNUALE;PERMANENTE
9;4;FASCICOLI DEI RICHIEDENTI LíAUTORIZZAZIONE DI PUBBLICA SICUREZZA: UN FASC. PER RICHIEDENTE;5 ANNI
9;4;SERVIZIO ORDINARIO DI PUBBLICA SICUREZZA: UN FASC. ANNUALE;5 ANNI
9;4;SERVIZIO STRAORDINARIO DI PUBBLICA SICUREZZA, IN CASO DI EVENTI PARTICOLARI (MANIFESTAZIONI, CONCERTI, ETC.): UN FASC. PER EVENTO;5 ANNI
9;4;VERBALI DEGLI ACCERTAMENTI NEI DIVERSI SETTORI (EDILIZIO, SANITARIO, COMMERCIALE, ANAGRAFICO, SOCIALE, ETC.): UN REPERTORIO ANNUALE PER CIASCUN SETTORE DI ACCERTAMENTO;PERMANENTE
